ride_id,customer_id,driver_id,city,pickup_area,drop_area,pickup_time,vehicle_type,distance_km,duration_min,demand_level,nearby_drivers,weather,surge_multiplier,base_fare,final_fare,payment_method,ride_status,customer_rating
RPD102882,CUST3267,DRV203,Mumbai,Colaba,Dadar,2026-07-06 02:51:00,Cab Economy,0.55,12.9,Low,26.0,,1.04,21.6,22.46,cash ,Completed,4.1
RPD101152,CUST1831,DRV218,Bangalore,HSR Layout,Whitefield,15/07/2026 18:33,Cab Economy,1.32,5.4,Very High,11.0,Rain,1.95,30.84,60.14,upi,COMPLETED,4.4
RPD102867,CUST2689,DRV559,Pune,Camp,Baner,16-Jun-2026 01:40 PM,auto,2.05,10.8,Medium,24.0,Fog,1.09,33.45,36.46,cash ,completed,4.0
RPD100779,CUST3027,DRV326,Mumbai,Borivali,Borivali,18/06/2026 08:40,Cab Economy,3.34,9.8,High,0.0,Clear,1.37,55.08,75.46,wallet,Ongoing,
RPD104920,CUST3246,DRV430,hyderabad ,Banjara Hills,Madhapur,08-Jul-2026 06:38 AM,Bike,3.49,19.3,Low,7.0,Fog,1.01,35.94,36.3,Wallet,completed,4.6
RPD100228,CUST2651,,Bangalore,MG Road,Indiranagar,2026-07-03 15:54:00,Cab Economy,2.06,8.2,Very High,25.0,Rain,1.86,39.72,73.88,cash ,Cancelled by Customer,
RPD100253,CUST2980,DRV467,mumbai,Colaba,Andheri,13-Jul-2026 07:54 AM,,2.84,26.4,Very High,22.0,Rain,1.99,49.08,97.67,UPI,completed,4.4
RPD100644,CUST1099,DRV744,BANGALORE,MG Road,Electronic City,2026-07-06 06:12:00,Auto,8.11,14.8,Low,16.0,,1.03,87.99,90.63,upi,completed,5.0
RPD101505,CUST2588,DRV461,Hyderabad,Madhapur,Gachibowli,2026-07-14 15:26:00,Auto,1.96,17.2,Medium,20.0,Fog,1.24,32.64,40.47,Cash,COMPLETED,4.8
RPD103524,CUST1648,,hyderabad ,Madhapur,Gachibowli,2026-07-12 20:09:00,,2.0,20.5,Very High,8.0,Fog,1.88,39.0,73.32,cash ,Cancelled by Customer,
RPD102601,CUST3206,DRV187,Bengaluru,HSR Layout,Koramangala,27/06/2026 10:03,Auto,5.89,10.5,Medium,24.0,,1.11,68.01,75.49,cash ,completed,4.2
RPD103076,CUST1498,DRV706,mumbai,Colaba,Dadar,04-Jun-2026 12:00 AM,Bike,4.7,18.2,Low,34.0,Fog,1.0,43.2,43.2,cash ,Ongoing,
RPD104421,CUST2585,DRV537,Mumbai,Powai,Powai,2026-07-07 01:27:00,BIKE,1.84,14.6,Low,17.0,Fog,1.0,26.04,26.04,wallet,Ongoing,
RPD102750,CUST1105,DRV785,BANGALORE,Electronic City,Koramangala,11-Jun-2026 07:35 AM,Cab Premium,3.0,18.7,Low,28.0,Clear,1.02,69.0,70.38,upi,Ongoing,
RPD104563,CUST3778,DRV731,BANGALORE,Electronic City,Koramangala,04/06/2026 22:56,Cab Economy,3.31,10.3,Medium,21.0,,1.2,54.72,65.66,Cash,COMPLETED,4.1
RPD103202,CUST1644,DRV549,hyderabad ,Madhapur,Banjara Hills,2026-06-05 03:44:00,cab economy,5.13,24.0,Low,15.0,,1.0,76.56,76.56,,COMPLETED,5.0
RPD102510,CUST2620,DRV327,BANGALORE,Electronic City,Jayanagar,18/06/2026 07:50,BIKE,5.15,24.2,Medium,23.0,Cloudy,1.24,45.9,56.92,Wallet,Ongoing,
RPD102732,CUST1139,,BANGALORE,Whitefield,HSR Layout,29/06/2026 12:34,cab economy,2.69,14.0,Medium,12.0,Rain,1.11,47.28,52.48,cash ,Cancelled by Customer,
RPD102746,CUST3129,DRV356,bangalore,Whitefield,MG Road,30/06/2026 07:36,BIKE,0.98,34.6,Medium,28.0,Fog,1.22,20.88,25.47,Card,Cancelled by Driver,
RPD103372,CUST3506,DRV318,Bengaluru,HSR Layout,Indiranagar,2026-06-01 13:50:00,Bike,4.0,20.2,Medium,14.0,Fog,1.13,39.0,44.07,Card,Ongoing,
RPD101512,CUST2746,DRV305,bangalore,MG Road,HSR Layout,02/07/2026 12:49,Auto,-4.93,14.1,Medium,37.0,,1.17,15.9,18.6,UPI,Ongoing,
RPD101011,CUST1586,DRV760,Mumbai,Bandra,Andheri,04-Jul-2026 06:51 AM,bike,18.41,7.5,Low,24.0,,1.02,125.46,127.97,UPI,Ongoing,
RPD103327,CUST3299,DRV239,bangalore,Indiranagar,Koramangala,11-Jun-2026 03:55 PM,Bike,8.38,20.1,Very High,26.0,Rain,1.86,65.28,121.42,Wallet,completed,4.3
RPD103342,CUST1451,DRV158,Pune,Baner,Viman Nagar,02/06/2026 22:15,Bike,999.0,12.0,Medium,22.0,,1.07,6009.0,6429.63,upi,Completed,4.5
RPD103828,CUST3893,DRV361,bangalore,Indiranagar,Indiranagar,02-Jun-2026 06:32 PM,Cab Economy,5.0,40.4,High,13.0,Rain,1.37,75.0,102.75,Cash,Ongoing,
RPD104178,CUST1271,DRV608,BANGALORE,Jayanagar,MG Road,16-Jun-2026 10:24 PM,,3.58,29.4,Low,17.0,Fog,1.0,57.96,57.96,UPI,completed,5.0
RPD102305,CUST1511,,hyderabad ,Gachibowli,Gachibowli,2026-06-30 15:10:00,auto,9.91,6.8,Very High,15.0,Heavy Rain,1.92,104.19,200.04,,Cancelled by Customer,
RPD103982,CUST2751,DRV388,Bengaluru,HSR Layout,Electronic City,2026-07-11 14:48:00,Auto,999.0,11.0,Medium,21.0,Rain,1.13,9006.0,10176.78,,Ongoing,
RPD100903,CUST3449,DRV434,mumbai,Powai,Andheri,20-Jun-2026 07:31 AM,Auto,8.67,20.1,Low,13.0,Cloudy,1.0,93.03,93.03,wallet,completed,4.4
RPD101586,CUST3153,,hyderabad ,Gachibowli,Banjara Hills,2026-07-01 03:33:00,Cab Premium,0.95,15.4,Low,13.0,,1.0,32.1,32.1,Card,Cancelled by Customer,
RPD103661,CUST2321,DRV415,BANGALORE,MG Road,HSR Layout,30/06/2026 23:02,BIKE,5.12,15.1,Very High,15.0,Heavy Rain,1.83,45.72,83.67,upi,completed,4.3
RPD103361,CUST2843,DRV193,bangalore,MG Road,HSR Layout,22-Jun-2026 12:22 PM,BIKE,0.5,18.1,Medium,30.0,Rain,1.14,18.0,20.52,wallet,completed,3.2
RPD102200,CUST1291,,hyderabad ,Madhapur,Hitech City,2026-07-07 01:58:00,auto,7.85,23.4,Medium,25.0,Heavy Rain,1.15,85.65,98.5,Wallet,Cancelled by Customer,
RPD103032,CUST1266,DRV395,Pune,Kothrud,Viman Nagar,2026-06-05 17:54:00,BIKE,10.53,18.7,Low,24.0,Clear,1.0,78.18,78.18,Card,COMPLETED,4.6
RPD104156,CUST2815,,Hyderabad,Kukatpally,Hitech City,2026-07-14 06:55:00,Cab Premium,5.06,12.5,Low,17.0,Cloudy,1.01,106.08,107.14,upi,Cancelled by Customer,
RPD100080,CUST3789,,Bengaluru,Koramangala,Indiranagar,17/06/2026 06:11,BIKE,4.09,25.2,Low,12.0,,1.0,39.54,39.54,Wallet,Cancelled by Customer,
RPD102949,CUST1421,,Hyderabad,Banjara Hills,Hitech City,2026-06-08 19:52:00,bike,7.74,23.3,Very High,15.0,Cloudy,1.84,61.44,,wallet,Cancelled by Customer,
RPD101390,CUST1671,DRV126,mumbai,Borivali,Dadar,04-Jun-2026 05:15 AM,bike,1.01,12.0,Low,10.0,Fog,1.04,21.06,21.9,Wallet,Completed,3.9
RPD104653,CUST3875,,BANGALORE,MG Road,Whitefield,2026-07-03 18:06:00,Cab Economy,1.62,28.0,Very High,6.0,,1.85,34.44,63.71,Cash,Cancelled by Customer,
RPD103173,CUST3486,DRV180,BANGALORE,MG Road,HSR Layout,2026-06-01 05:56:00,Auto,3.1,21.6,Low,19.0,Clear,1.04,42.9,44.62,Wallet,Ongoing,
RPD101131,CUST1584,DRV430,mumbai,Powai,Powai,02-Jun-2026 05:44 PM,auto,10.7,14.8,Low,25.0,Fog,1.0,111.3,111.3,Wallet,Ongoing,
RPD103925,CUST1833,DRV262,mumbai,Powai,Dadar,10-Jul-2026 06:32 PM,bike,1.95,8.4,Very High,1.0,Fog,1.87,26.7,49.93,,Ongoing,
RPD100848,CUST1842,DRV304,Mumbai,Dadar,Andheri,2026-07-12 09:28:00,,9.16,23.8,High,8.0,Cloudy,1.54,124.92,192.38,Card,Completed,4.4
RPD102290,CUST3666,DRV755,Pune,Viman Nagar,Kothrud,2026-06-20 14:24:00,,4.46,16.4,Very High,14.0,Rain,1.87,68.52,128.13,Card,completed,5.0
RPD102148,CUST3487,DRV274,hyderabad ,Gachibowli,Madhapur,06-Jul-2026 04:31 PM,auto,7.59,24.3,Very High,24.0,Rain,1.92,83.31,159.96,,COMPLETED,
RPD100204,CUST2100,DRV481,Pune,Baner,Camp,2026-07-09 15:02:00,Cab Premium,7.07,26.8,Low,21.0,Clear,1.0,142.26,142.26,UPI,Completed,4.0
RPD104832,CUST1272,DRV345,Hyderabad,Gachibowli,Madhapur,2026-06-19 19:24:00,Cab Premium,10.85,14.7,Very High,5.0,Fog,1.87,210.3,393.26,Card,Completed,4.1
RPD101606,CUST1719,DRV391,Bengaluru,Whitefield,Indiranagar,01-Jul-2026 11:06 AM,auto,5.14,10.9,Low,15.0,,1.0,61.26,61.26,cash ,Cancelled by Driver,
RPD102390,CUST2135,DRV410,Bangalore,Whitefield,Electronic City,2026-06-01 10:18:00,Cab Economy,4.33,12.2,Low,24.0,Fog,1.0,66.96,66.96,Cash,Completed,5.0
RPD102969,CUST2210,DRV653,mumbai,Bandra,Colaba,2026-07-11 02:01:00,Auto,13.13,4.7,Low,9.0,Fog,1.0,133.17,133.17,UPI,completed,3.2
RPD101466,CUST2113,DRV320,Pune,Hinjewadi,Kothrud,2026-06-23 18:01:00,auto,2.51,13.9,High,8.0,,1.42,37.59,53.38,,completed,4.8
RPD102311,CUST3289,DRV579,Bangalore,Indiranagar,Electronic City,2026-06-23 07:38:00,Cab Premium,3.11,3.3,Low,14.0,Clear,1.0,70.98,70.98,cash ,completed,5.0
RPD100443,CUST1640,DRV720,BANGALORE,Whitefield,MG Road,16-Jul-2026 12:26 PM,cab economy,2.03,18.8,Medium,24.0,Rain,1.05,39.36,41.33,,completed,5.0
RPD102154,CUST2611,DRV800,bangalore,Electronic City,Electronic City,08-Jul-2026 03:49 AM,Cab Premium,2.47,8.6,Low,9.0,Fog,1.0,59.46,59.46,Card,completed,4.9
RPD100936,CUST3164,DRV103,bangalore,Electronic City,Koramangala,16-Jun-2026 09:16 AM,,5.42,4.0,Very High,10.0,Fog,1.89,80.04,151.28,Cash,COMPLETED,4.4
RPD102884,CUST3310,DRV655,Mumbai,Borivali,Powai,11-Jun-2026 10:20 AM,Cab Economy,1.68,10.6,Very High,18.0,Heavy Rain,1.91,35.16,67.16,,COMPLETED,4.1
RPD103306,CUST1368,DRV594,BANGALORE,Indiranagar,Koramangala,16/06/2026 03:35,Auto,2.75,20.4,Very High,14.0,Heavy Rain,1.95,39.75,77.51,Card,Cancelled by Driver,
RPD104664,CUST2412,DRV783,Pune,Baner,Kothrud,2026-07-07 00:36:00,BIKE,1.25,6.7,Medium,19.0,Fog,1.14,22.5,25.65,wallet,Completed,5.0
RPD101182,CUST2430,,BANGALORE,Electronic City,MG Road,2026-06-21 13:14:00,Cab Economy,13.01,18.9,Very High,21.0,Rain,1.83,171.12,313.15,upi,Cancelled by Customer,
RPD103513,CUST2845,DRV444,Bangalore,Koramangala,HSR Layout,28/06/2026 16:21,cab economy,2.5,10.0,Low,5.0,Fog,1.0,45.0,45.0,cash ,Ongoing,
RPD103158,CUST3690,,Bangalore,Whitefield,Jayanagar,14/06/2026 04:58,Bike,5.56,12.5,Very High,7.0,Heavy Rain,1.99,48.36,96.24,Wallet,Cancelled by Customer,
RPD104857,CUST3304,DRV504,hyderabad ,Madhapur,Madhapur,22-Jun-2026 01:02 AM,bike,4.29,31.4,Low,25.0,Clear,1.01,40.74,41.15,UPI,completed,5.0
RPD100908,CUST3261,DRV701,bangalore,HSR Layout,Indiranagar,2026-06-10 23:04:00,Auto,5.93,33.5,Medium,24.0,,1.16,68.37,79.31,Card,COMPLETED,5.0
RPD104953,CUST3875,DRV683,mumbai,Powai,Colaba,2026-06-01 01:22:00,BIKE,6.54,10.8,Low,18.0,Fog,1.0,54.24,54.24,Cash,Completed,3.8
RPD100235,CUST3303,DRV591,hyderabad ,Gachibowli,Gachibowli,2026-06-14 19:45:00,BIKE,2.39,16.2,High,4.0,Fog,1.43,29.34,41.96,wallet,Cancelled by Driver,
RPD102722,CUST1104,DRV615,Pune,Baner,Kothrud,02/07/2026 14:33,bike,10.91,29.1,Low,10.0,Fog,1.0,80.46,80.46,Card,Ongoing,
RPD102805,CUST1778,DRV222,Bengaluru,Indiranagar,HSR Layout,11-Jul-2026 02:18 AM,Auto,2.84,3.8,Low,26.0,Cloudy,1.0,40.56,40.56,UPI,Cancelled by Driver,
RPD104756,CUST3757,DRV223,Bangalore,HSR Layout,Electronic City,2026-07-12 19:31:00,Cab Premium,7.88,32.3,Very High,4.0,Cloudy,1.93,156.84,302.7,UPI,COMPLETED,3.8
RPD102769,CUST2334,DRV677,Pune,Camp,Viman Nagar,2026-07-12 03:54:00,bike,4.52,15.6,Very High,14.0,Rain,1.89,42.12,79.61,Card,Cancelled by Driver,
RPD102713,CUST3467,DRV675,hyderabad ,Gachibowli,Madhapur,01/06/2026 21:54,,1.32,11.4,Medium,12.0,Rain,1.1,30.84,Rs. 33.92,wallet,Ongoing,
RPD104822,CUST2312,,Bengaluru,Whitefield,MG Road,2026-07-04 10:52:00,auto,3.99,11.3,Low,15.0,Clear,1.07,50.91,54.47,Card,Cancelled by Customer,
RPD102895,CUST3718,DRV731,bangalore,Whitefield,HSR Layout,2026-06-20 09:11:00,,1.07,6.1,Very High,8.0,,1.95,27.84,Rs. 54.29,Cash,Cancelled by Driver,
RPD100058,CUST2225,DRV754,Bengaluru,HSR Layout,MG Road,17/06/2026 14:16,auto,3.89,23.9,Medium,27.0,,1.13,50.01,56.51,wallet,Ongoing,
RPD101473,CUST2552,DRV225,hyderabad ,Banjara Hills,Kukatpally,2026-06-25 09:55:00,bike,6.48,28.7,Very High,4.0,Clear,1.87,53.88,100.76,Card,Completed,3.8
RPD104277,CUST2002,DRV441,Bangalore,Koramangala,Electronic City,2026-07-06 23:30:00,cab economy,4.52,21.0,Medium,16.0,Clear,1.13,69.24,78.24,Card,Completed,4.0
RPD103256,CUST1726,,Hyderabad,Madhapur,Gachibowli,04-Jun-2026 01:09 PM,Cab Economy,1.34,10.0,Medium,19.0,Fog,1.17,31.08,36.36,Card,Cancelled by Customer,
RPD103689,CUST1675,DRV707,Pune,Hinjewadi,Kothrud,2026-06-16 09:01:00,BIKE,3.08,42.7,High,5.0,Rain,1.5,33.48,Rs. 50.22,Card,Completed,4.8
RPD104322,CUST2873,DRV266,hyderabad ,Banjara Hills,Gachibowli,2026-06-28 07:59:00,bike,3.07,16.4,Very High,18.0,Rain,1.95,33.42,65.17,,Cancelled by Driver,
RPD101475,CUST3223,DRV711,mumbai,Powai,Bandra,21/06/2026 05:48,Bike,3.43,26.7,Medium,25.0,Rain,1.25,35.58,44.47,Card,COMPLETED,3.9
RPD101569,CUST1341,DRV154,bangalore,MG Road,HSR Layout,09-Jul-2026 04:24 AM,cab economy,5.84,16.5,Low,22.0,Rain,1.0,85.08,85.08,,Ongoing,
RPD103059,CUST2392,DRV453,mumbai,Bandra,Colaba,08-Jul-2026 03:51 PM,cab economy,9.47,26.5,Medium,21.0,Fog,1.21,128.64,155.65,Card,Cancelled by Driver,
RPD101590,CUST3633,DRV113,Hyderabad,Madhapur,Madhapur,05-Jun-2026 02:36 AM,Bike,1.65,28.8,Medium,13.0,Cloudy,1.2,24.9,29.88,,Completed,5.0
RPD101009,CUST3526,DRV492,Bangalore,Whitefield,Whitefield,2026-07-01 01:33:00,BIKE,3.26,7.1,Low,23.0,,1.0,34.56,34.56,wallet,Ongoing,
RPD104704,CUST1759,DRV745,Bengaluru,Koramangala,MG Road,2026-06-13 02:13:00,,5.95,19.2,Medium,23.0,Heavy Rain,1.18,86.4,101.95,wallet,Completed,4.1
RPD101580,CUST2173,,BANGALORE,MG Road,HSR Layout,2026-06-25 14:34:00,Auto,5.0,18.8,Low,24.0,Cloudy,1.05,60.0,63.0,UPI,Cancelled by Customer,
RPD103844,CUST2924,DRV237,Bangalore,Electronic City,MG Road,2026-07-14 14:03:00,Auto,5.56,16.6,Very High,23.0,Rain,2.03,65.04,132.03,,completed,4.4
RPD100760,CUST1498,DRV266,Bengaluru,HSR Layout,Koramangala,2026-06-29 14:25:00,bike,4.49,24.2,Low,21.0,Clear,1.0,41.94,41.94,cash ,Ongoing,
RPD100347,CUST1314,DRV384,Mumbai,Borivali,Colaba,2026-06-17 01:40:00,auto,11.02,9.7,Low,16.0,,1.0,114.18,114.18,Card,Ongoing,
RPD100503,CUST1214,DRV712,Bengaluru,MG Road,Koramangala,2026-07-14 17:13:00,,14.52,3.0,Low,15.0,,1.0,189.24,189.24,UPI,COMPLETED,4.6
RPD101233,CUST2050,DRV170,BANGALORE,HSR Layout,Koramangala,2026-06-11 17:38:00,Bike,14.8,30.0,Low,23.0,Heavy Rain,1.0,103.8,103.8,wallet,Cancelled by Driver,
RPD101644,CUST3096,DRV757,Mumbai,Colaba,Powai,2026-07-10 15:47:00,bike,1.63,11.7,Medium,15.0,Rain,1.14,24.78,28.25,UPI,Completed,4.7
RPD100834,CUST3891,DRV588,Pune,Kothrud,Viman Nagar,2026-07-06 08:14:00,Cab Premium,3.52,32.1,Very High,13.0,Rain,1.92,78.36,150.45,Card,Cancelled by Driver,
RPD102624,CUST3663,DRV441,bangalore,Koramangala,HSR Layout,07/06/2026 09:38,Cab Premium,2.52,11.7,High,15.0,Clear,1.44,60.36,86.92,Card,Ongoing,
RPD104008,CUST1329,DRV771,mumbai,Bandra,Bandra,04-Jul-2026 03:38 PM,BIKE,5.85,5.1,Medium,31.0,Fog,1.19,50.1,59.62,,COMPLETED,4.1
RPD101165,CUST1645,,Bengaluru,Whitefield,MG Road,2026-06-21 12:24:00,,15.0,12.1,Very High,25.0,Heavy Rain,1.81,195.0,352.95,Cash,Cancelled by Customer,
RPD103418,CUST2622,DRV315,BANGALORE,MG Road,Indiranagar,12-Jul-2026 06:08 PM,BIKE,3.47,8.5,Very High,4.0,Fog,1.83,35.82,65.55,upi,Ongoing,
RPD102842,CUST3115,,hyderabad ,Gachibowli,Hitech City,2026-06-23 21:59:00,bike,3.96,11.1,Low,20.0,Fog,1.01,38.76,39.15,wallet,Cancelled by Customer,
RPD101426,CUST1589,DRV496,bangalore,Electronic City,Jayanagar,09-Jun-2026 12:41 AM,Bike,-8.39,7.5,Low,27.0,Clear,1.0,15.6,15.6,cash ,completed,5.0
RPD100543,CUST2366,DRV379,Pune,Kothrud,Viman Nagar,28-Jun-2026 12:01 PM,,3.81,11.9,Medium,22.0,Clear,1.18,60.72,71.65,Cash,Completed,4.6
RPD101492,CUST2469,DRV285,Pune,Kothrud,Baner,2026-07-07 12:00:00,Auto,5.47,20.3,Very High,19.0,Rain,1.91,64.23,122.68,cash ,Cancelled by Driver,
RPD102216,CUST3216,DRV525,bangalore,Indiranagar,Whitefield,01-Jun-2026 04:46 AM,auto,0.53,12.0,Medium,14.0,Clear,1.14,19.77,22.54,cash ,Ongoing,
RPD104083,CUST1654,DRV469,Mumbai,Dadar,Powai,01-Jun-2026 02:42 AM,Cab Premium,8.09,18.5,Low,10.0,Cloudy,1.0,160.62,160.62,Card,completed,5.0
RPD103412,CUST1619,,Mumbai,Colaba,Andheri,2026-07-07 19:22:00,cab economy,2.57,28.8,Very High,10.0,Heavy Rain,1.89,45.84,86.64,UPI,Cancelled by Customer,
RPD100566,CUST3504,DRV401,Bengaluru,Jayanagar,Indiranagar,05/07/2026 03:00,Cab Economy,5.31,4.6,Low,21.0,Clear,1.0,78.72,78.72,Wallet,completed,4.8
RPD100264,CUST3458,DRV545,bangalore,Indiranagar,Electronic City,26/06/2026 10:51,BIKE,0.7,5.9,Medium,10.0,Cloudy,1.19,19.2,Rs. 22.85,upi,completed,4.2
RPD102647,CUST2166,,bangalore,Koramangala,Jayanagar,05/07/2026 05:51,Cab Premium,5.44,14.5,Low,19.0,Clear,1.05,112.92,118.57,wallet,Cancelled by Customer,
RPD101325,CUST3699,,BANGALORE,Indiranagar,Whitefield,30-Jun-2026 02:05 AM,Bike,1.07,18.0,Low,16.0,Cloudy,1.0,21.42,21.42,UPI,Cancelled by Customer,
RPD100382,CUST2187,DRV687,hyderabad ,Banjara Hills,Hitech City,2026-06-02 12:59:00,Cab Economy,2.96,12.0,Very High,23.0,Rain,1.97,50.52,99.52,Cash,COMPLETED,5.0
RPD103871,CUST1535,DRV482,BANGALORE,MG Road,MG Road,02/06/2026 20:01,cab economy,6.88,5.2,Very High,6.0,Rain,1.8,97.56,175.61,Cash,completed,4.6
RPD100614,CUST3531,DRV205,mumbai,Powai,Dadar,2026-06-06 17:49:00,cab economy,16.19,44.5,Medium,19.0,Cloudy,1.21,209.28,253.23,UPI,Cancelled by Driver,
RPD104267,CUST3587,DRV386,Bengaluru,Koramangala,Whitefield,2026-06-05 14:42:00,BIKE,2.64,43.1,Very High,26.0,Rain,1.94,30.84,59.83,,Cancelled by Driver,
RPD104226,CUST1940,DRV259,Mumbai,Bandra,Bandra,2026-07-07 15:36:00,BIKE,2.78,22.9,Very High,20.0,Rain,1.85,31.68,58.61,Cash,COMPLETED,
RPD104514,CUST3413,DRV543,bangalore,MG Road,Whitefield,29-Jun-2026 09:29 PM,BIKE,1.29,18.2,Very High,18.0,Heavy Rain,1.93,22.74,43.89,cash ,completed,4.2
RPD101103,CUST3884,DRV295,mumbai,Bandra,Borivali,12/06/2026 11:51,Cab Economy,1.5,5.8,Medium,15.0,Clear,1.12,33.0,36.96,Cash,Completed,4.8
RPD101979,CUST3082,,bangalore,Jayanagar,HSR Layout,14/07/2026 15:13,Cab Premium,0.5,22.7,Medium,31.0,Clear,1.16,24.0,27.84,wallet,Cancelled by Customer,
RPD103692,CUST3336,DRV448,Hyderabad,Banjara Hills,Madhapur,02-Jul-2026 04:58 PM,Cab Economy,5.01,13.7,Very High,13.0,Rain,1.99,75.12,149.49,upi,COMPLETED,3.9
RPD104633,CUST3389,DRV612,Bangalore,HSR Layout,Koramangala,2026-07-02 15:06:00,BIKE,8.0,17.3,Medium,11.0,,1.17,63.0,73.71,Wallet,Ongoing,
RPD104047,CUST3609,,bangalore,Whitefield,Indiranagar,2026-06-16 17:28:00,Bike,6.64,19.4,Low,10.0,Clear,4.82,54.84,264.33,cash ,Cancelled by Customer,
RPD101694,CUST1133,DRV453,hyderabad ,Madhapur,Kukatpally,07-Jul-2026 06:00 PM,cab economy,2.61,36.5,Very High,0.0,Clear,1.92,46.32,88.93,wallet,COMPLETED,
RPD101618,CUST2057,DRV512,mumbai,Colaba,Dadar,2026-07-01 01:57:00,Auto,6.25,7.5,Medium,9.0,,1.09,71.25,77.66,wallet,completed,4.7
RPD100033,CUST3632,DRV538,Pune,Baner,Hinjewadi,25/06/2026 10:42,cab economy,6.68,27.3,Low,20.0,Rain,1.0,95.16,95.16,Cash,COMPLETED,
RPD104474,CUST2431,DRV573,hyderabad ,Kukatpally,Gachibowli,27-Jun-2026 01:56 AM,auto,3.05,15.6,Medium,20.0,Clear,1.22,42.45,51.79,Cash,completed,
RPD100115,CUST1921,DRV404,Hyderabad,Madhapur,Banjara Hills,05-Jul-2026 11:43 AM,auto,0.79,27.5,Low,26.0,Fog,1.0,22.11,22.11,Card,Cancelled by Driver,
RPD103088,CUST1831,DRV699,Bengaluru,Electronic City,Indiranagar,14-Jun-2026 12:28 PM,bike,7.04,31.6,Low,19.0,Clear,1.03,57.24,58.96,,Cancelled by Driver,
RPD103074,CUST2525,,Pune,Baner,Hinjewadi,25/06/2026 18:41,BIKE,-6.95,27.7,High,10.0,Cloudy,1.42,15.6,22.15,Wallet,Cancelled by Customer,
RPD100821,CUST3597,DRV428,Bangalore,HSR Layout,MG Road,2026-07-07 11:56:00,BIKE,3.99,39.4,Low,22.0,Rain,1.0,38.94,38.94,Card,COMPLETED,4.6
RPD103693,CUST3992,,mumbai,Powai,Andheri,19-Jun-2026 07:26 AM,BIKE,1.38,9.0,Very High,23.0,Heavy Rain,1.95,23.28,45.4,UPI,Cancelled by Customer,
RPD101348,CUST2336,DRV130,hyderabad ,Hitech City,Kukatpally,11/06/2026 12:09,BIKE,4.4,33.7,Low,15.0,,1.02,41.4,42.23,UPI,Ongoing,
RPD101099,CUST1748,DRV109,hyderabad ,Hitech City,Banjara Hills,22-Jun-2026 01:28 AM,Cab Premium,12.03,24.4,Very High,6.0,Heavy Rain,1.93,231.54,446.87,UPI,completed,5.0
RPD101364,CUST1027,DRV417,Bangalore,HSR Layout,Electronic City,27-Jun-2026 01:06 PM,cab economy,6.96,19.8,Medium,17.0,Rain,1.07,98.52,105.42,cash ,Cancelled by Driver,
RPD100394,CUST1395,DRV226,Bangalore,Jayanagar,HSR Layout,2026-06-28 01:12:00,Bike,1.29,36.7,Medium,16.0,Cloudy,1.14,22.74,25.92,cash ,COMPLETED,
RPD103112,CUST2759,DRV667,Bengaluru,Electronic City,Electronic City,25/06/2026 19:30,Auto,4.21,25.5,High,4.0,Fog,1.36,52.89,71.93,cash ,completed,3.4
RPD103456,CUST1540,DRV309,bangalore,HSR Layout,HSR Layout,2026-06-19 09:25:00,Cab Premium,4.89,4.5,Very High,9.0,Heavy Rain,1.91,103.02,196.77,cash ,completed,4.8
RPD104540,CUST2322,DRV473,Pune,Baner,Kothrud,01-Jun-2026 12:48 PM,Cab Economy,999.0,5.6,Low,14.0,Heavy Rain,1.0,12003.0,12003.0,,COMPLETED,4.1
RPD102146,CUST2614,,Mumbai,Powai,Dadar,12-Jul-2026 12:31 PM,Cab Premium,6.61,23.6,Low,16.0,Heavy Rain,1.0,133.98,133.98,UPI,Cancelled by Customer,
RPD101852,CUST2839,DRV136,Pune,Camp,Hinjewadi,2026-06-21 19:17:00,auto,1.18,20.4,Very High,21.0,Rain,1.81,25.62,46.37,Wallet,Cancelled by Driver,
RPD101523,CUST1732,,mumbai,Colaba,Powai,2026-06-28 13:35:00,Auto,999.0,19.5,Medium,14.0,Clear,1.11,9006.0,9996.66,,Cancelled by Customer,
RPD100218,CUST2403,DRV601,bangalore,HSR Layout,Electronic City,2026-07-08 09:10:00,cab economy,12.33,9.2,Very High,5.0,,1.83,162.96,298.22,Wallet,COMPLETED,3.4
RPD103565,CUST2428,,Bengaluru,HSR Layout,Koramangala,2026-07-08 02:26:00,bike,6.04,3.7,Medium,15.0,,1.19,51.24,60.98,Card,Cancelled by Customer,
RPD104915,CUST3014,DRV310,mumbai,Dadar,Borivali,26/06/2026 06:24,Bike,5.56,11.1,Medium,24.0,Clear,1.26,48.36,60.93,Card,Ongoing,
RPD100984,CUST1974,,hyderabad ,Hitech City,Kukatpally,01-Jun-2026 06:54 AM,bike,0.85,7.9,Low,17.0,Fog,1.0,20.1,20.1,Wallet,Cancelled by Customer,
RPD100190,CUST2395,DRV281,Bengaluru,Jayanagar,Jayanagar,2026-07-02 17:19:00,Auto,4.29,18.6,Medium,20.0,Clear,1.15,53.61,Rs. 61.65,Wallet,completed,5.0
RPD103912,CUST3700,DRV541,BANGALORE,Koramangala,HSR Layout,10/06/2026 16:46,auto,3.26,23.8,Very High,16.0,Rain,1.95,44.34,86.46,cash ,Completed,4.1
RPD104255,CUST1950,DRV294,mumbai,Dadar,Colaba,11/06/2026 07:10,Cab Economy,9.75,7.2,Medium,22.0,Cloudy,1.05,132.0,138.6,Wallet,completed,5.0
